Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,usage,dow
1624580081,08/05/2016,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288,1427,high,Sunday
1624580081,09/05/2016,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,high,Monday
1624580081,10/05/2016,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,139,1301,1393,high,Tuesday
1624580081,11/05/2016,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,high,Wednesday
1624580081,12/05/2016,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,107,890,1002,high,Thursday
1644430081,12/04/2016,10694,7.769999981,7.769999981,0,0.1400000006,2.299999952,5.329999924,0,2,51,256,1131,3199,high,Tuesday
1644430081,13/04/2016,8001,5.820000172,5.820000172,0,2.279999971,0.8999999762,2.640000105,0,30,16,135,1259,2902,high,Wednesday
1644430081,14/04/2016,11037,8.020000458,8.020000458,0,0.3600000143,2.559999943,5.099999905,0,5,58,252,1125,3226,high,Thursday
1644430081,15/04/2016,5263,3.829999924,3.829999924,0,0.2199999988,0.150000006,3.450000048,0,3,4,170,1263,2750,high,Friday
1644430081,16/04/2016,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,high,Saturday
1644430081,17/04/2016,8757,6.369999886,6.369999886,0,2.25,0.5699999928,3.549999952,0,29,13,186,1212,3011,high,Sunday
1644430081,18/04/2016,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,high,Monday
1644430081,19/04/2016,11256,8.180000305,8.180000305,0,0.3600000143,2.529999971,5.300000191,0,5,58,278,1099,3300,high,Tuesday
1644430081,20/04/2016,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.009999999776,0,0,125,1315,2430,high,Wednesday
1644430081,21/04/2016,1223,0.8899999857,0.8899999857,0,0,0,0.8799999952,0.009999999776,0,0,38,1402,2140,high,Thursday
1644430081,22/04/2016,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.009999999776,0,0,86,1354,2344,high,Friday
1644430081,23/04/2016,6637,4.829999924,4.829999924,0,0,0.5799999833,4.25,0,0,15,160,1265,2677,high,Saturday
1644430081,24/04/2016,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,high,Sunday
1644430081,25/04/2016,3580,2.599999905,2.599999905,0,0.5899999738,0.05999999866,1.950000048,0,8,1,94,1337,2497,high,Monday
1644430081,26/04/2016,9919,7.210000038,7.210000038,0,0.8000000119,1.720000029,4.690000057,0,11,41,223,1165,3123,high,Tuesday
1644430081,27/04/2016,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,high,Wednesday
1644430081,28/04/2016,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,high,Thursday
1644430081,29/04/2016,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,2498,high,Friday
1644430081,30/04/2016,18213,13.23999977,13.23999977,0,0.6299999952,3.140000105,9.460000038,0,9,71,402,816,3846,high,Saturday
1644430081,01/05/2016,6132,4.460000038,4.460000038,0,0.2399999946,0.9900000095,3.230000019,0,3,24,146,908,2696,high,Sunday
1644430081,02/05/2016,3758,2.730000019,2.730000019,0,0.0700000003,0.3100000024,2.349999905,0,1,7,148,682,2580,high,Monday
1644430081,03/05/2016,12850,9.340000153,9.340000153,0,0.7200000286,4.090000153,4.539999962,0,10,94,221,1115,3324,high,Tuesday
1644430081,04/05/2016,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.01999999955,0,0,52,1388,2222,high,Wednesday
1644430081,05/05/2016,4363,3.190000057,3.190000057,0,0.5199999809,0.5400000215,2.130000114,0.009999999776,6,12,81,1341,2463,high,Thursday
1644430081,06/05/2016,9787,7.119999886,7.119999886,0,0.8199999928,0.2700000107,6.010000229,0.01999999955,11,6,369,1054,3328,high,Friday
1644430081,07/05/2016,13372,9.720000267,9.720000267,0,3.25999999,0.7900000215,5.670000076,0.009999999776,41,17,243,1139,3404,high,Saturday
1644430081,08/05/2016,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,2987,high,Sunday
1644430081,09/05/2016,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.009999999776,32,6,303,1099,3008,high,Monday
1644430081,10/05/2016,9167,6.659999847,6.659999847,0,0.8799999952,0.8100000024,4.96999979,0.009999999776,12,19,155,1254,2799,high,Tuesday
1644430081,11/05/2016,1329,0.9700000286,0.9700000286,0,0,0,0.9499999881,0.009999999776,0,0,49,713,1276,high,Wednesday
1844505072,12/04/2016,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,high,Tuesday
1844505072,13/04/2016,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,high,Wednesday
1844505072,14/04/2016,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,high,Thursday
1844505072,15/04/2016,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,high,Friday
1844505072,16/04/2016,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,high,Saturday
1844505072,17/04/2016,4525,2.99000001,2.99000001,0,0.1400000006,0.2599999905,2.589999914,0,2,8,199,1231,1793,high,Sunday
1844505072,18/04/2016,4597,3.039999962,3.039999962,0,0,0.4799999893,2.559999943,0,0,12,217,1211,1814,high,Monday
1844505072,19/04/2016,197,0.1299999952,0.1299999952,0,0,0,0.1299999952,0,0,0,10,1430,1366,high,Tuesday
1844505072,20/04/2016,8,0.009999999776,0.009999999776,0,0,0,0.009999999776,0,0,0,1,1439,1349,high,Wednesday
1844505072,21/04/2016,8054,5.320000172,5.320000172,0,0.1199999973,0.5199999809,4.679999828,0,2,13,308,1117,2062,high,Thursday
1844505072,22/04/2016,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,high,Friday
1844505072,23/04/2016,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,high,Saturday
1844505072,24/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Sunday
1844505072,25/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Monday
1844505072,26/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Tuesday
1844505072,27/04/2016,4,0,0,0,0,0,0,0,0,0,1,1439,1348,high,Wednesday
1844505072,28/04/2016,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,high,Thursday
1844505072,29/04/2016,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,high,Friday
1844505072,30/04/2016,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,1763,high,Saturday
1844505072,01/05/2016,2573,1.700000048,1.700000048,0,0,0.2599999905,1.450000048,0,0,7,75,585,1541,high,Sunday
1844505072,02/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1348,high,Monday
1844505072,03/05/2016,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742,high,Tuesday
1844505072,04/05/2016,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549,high,Wednesday
1844505072,05/05/2016,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589,high,Thursday
1844505072,06/05/2016,44,0.02999999933,0.02999999933,0,0,0,0.02999999933,0,0,0,2,1438,1351,high,Friday
1844505072,07/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Saturday
1844505072,08/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Sunday
1844505072,09/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Monday
1844505072,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Tuesday
1844505072,11/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,high,Wednesday
1844505072,12/05/2016,0,0,0,0,0,0,0,0,0,0,0,711,665,high,Thursday
1927972279,12/04/2016,678,0.4699999988,0.4699999988,0,0,0,0.4699999988,0,0,0,55,734,2220,high,Tuesday
1927972279,13/04/2016,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,high,Wednesday
1927972279,14/04/2016,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383,high,Thursday
1927972279,15/04/2016,980,0.6800000072,0.6800000072,0,0,0,0.6800000072,0,0,0,51,941,2221,high,Friday
1927972279,16/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,high,Saturday
1927972279,17/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Sunday
1927972279,18/04/2016,244,0.1700000018,0.1700000018,0,0,0,0.1700000018,0,0,0,17,1423,2111,high,Monday
1927972279,19/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Tuesday
1927972279,20/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Wednesday
1927972279,21/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,high,Thursday
1927972279,22/04/2016,149,0.1000000015,0.1000000015,0,0,0,0.1000000015,0,0,0,10,1430,2093,high,Friday
1927972279,23/04/2016,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499,high,Saturday
1927972279,24/04/2016,2090,1.450000048,1.450000048,0,0.0700000003,0.2399999946,1.139999986,0,1,6,75,1358,2324,high,Sunday
1927972279,25/04/2016,152,0.1099999994,0.1099999994,0,0,0,0.1099999994,0,0,0,12,1303,2100,high,Monday
1927972279,26/04/2016,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638,high,Tuesday
1927972279,27/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Wednesday
1927972279,28/04/2016,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,high,Thursday
1927972279,29/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Friday
1927972279,30/04/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,high,Saturday
1927972279,01/05/2016,2704,1.870000005,1.870000005,0,1.00999999,0.02999999933,0.8299999833,0,14,1,70,1355,2411,high,Sunday
1927972279,02/05/2016,3790,2.619999886,2.619999886,0,1.159999967,0.3000000119,1.159999967,0,16,8,94,1322,2505,high,Monday
1927972279,03/05/2016,1326,0.9200000167,0.9200000167,0,0.7300000191,0,0.1800000072,0,10,0,17,1413,2195,high,Tuesday
1927972279,04/05/2016,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338,high,Wednesday
1927972279,05/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Thursday
1927972279,06/05/2016,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383,high,Friday
1927972279,07/05/2016,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229,high,Saturday
1927972279,08/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Sunday
1927972279,09/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Monday
1927972279,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Tuesday
1927972279,11/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,high,Wednesday
1927972279,12/05/2016,0,0,0,0,0,0,0,0,0,0,0,966,1383,high,Thursday
2022484408,12/04/2016,11875,8.340000153,8.340000153,0,3.309999943,0.7699999809,4.260000229,0,42,14,227,1157,2390,high,Tuesday
2022484408,13/04/2016,12024,8.5,8.5,0,2.99000001,0.1000000015,5.409999847,0,43,5,292,1100,2601,high,Wednesday
2022484408,14/04/2016,10690,7.5,7.5,0,2.480000019,0.2099999934,4.820000172,0,32,3,257,1148,2312,high,Thursday
2022484408,15/04/2016,11034,8.029999733,8.029999733,0,1.940000057,0.3100000024,5.78000021,0,27,9,282,1122,2525,high,Friday
2022484408,16/04/2016,10100,7.090000153,7.090000153,0,3.150000095,0.5500000119,3.390000105,0,41,11,151,1237,2177,high,Saturday
2022484408,17/04/2016,15112,11.39999962,11.39999962,0,3.869999886,0.6600000262,6.880000114,0,28,29,331,1052,2782,high,Sunday
2022484408,18/04/2016,14131,10.06999969,10.06999969,0,3.640000105,0.1199999973,6.300000191,0,48,3,311,1078,2770,high,Monday
2022484408,19/04/2016,11548,8.529999733,8.529999733,0,3.289999962,0.2399999946,5,0,31,7,250,1152,2489,high,Tuesday
2022484408,20/04/2016,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897,high,Wednesday
2022484408,21/04/2016,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158,high,Thursday
2022484408,22/04/2016,12954,9.329999924,9.329999924,0,4.429999828,0.4199999869,4.46999979,0,52,10,273,1105,2638,high,Friday
2022484408,23/04/2016,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191,2069,high,Saturday
2022484408,24/04/2016,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529,high,Sunday
2022484408,25/04/2016,11369,8.010000229,8.010000229,0,3.329999924,0.2199999988,4.460000038,0,44,8,217,1171,2470,high,Monday
2022484408,26/04/2016,10119,7.190000057,7.190000057,0,1.429999948,0.6600000262,5.110000134,0,55,24,275,1086,2793,high,Tuesday
2022484408,27/04/2016,10159,7.130000114,7.130000114,0,1.039999962,0.9700000286,5.119999886,0,19,20,282,1119,2463,high,Wednesday
2022484408,28/04/2016,10140,7.119999886,7.119999886,0,0.4099999964,1.330000043,5.389999866,0,6,20,291,1123,2296,high,Thursday
2022484408,29/04/2016,10245,7.190000057,7.190000057,0,0.4799999893,1.210000038,5.5,0,21,40,281,1098,2611,high,Friday
2022484408,30/04/2016,18387,12.90999985,12.90999985,0,0.9399999976,1.399999976,10.56999969,0,13,23,361,1043,2732,high,Saturday
2022484408,01/05/2016,10538,7.400000095,7.400000095,0,1.940000057,0.9599999785,4.5,0,25,28,245,1142,2380,high,Sunday
2022484408,02/05/2016,10379,7.289999962,7.289999962,0,2.609999895,0.3400000036,4.329999924,0,36,8,277,1119,2473,high,Monday
2022484408,03/05/2016,12183,8.739999771,8.739999771,0,3.99000001,0.4600000083,4.28000021,0,72,14,250,1104,2752,high,Tuesday
2022484408,04/05/2016,11768,8.289999962,8.289999962,0,2.50999999,0.9300000072,4.849999905,0,36,27,272,1105,2649,high,Wednesday
2022484408,05/05/2016,11895,8.350000381,8.350000381,0,2.789999962,0.8600000143,4.699999809,0,55,20,253,1112,2609,high,Thursday
2022484408,06/05/2016,10227,7.179999828,7.179999828,0,1.870000005,0.6700000167,4.639999866,0,24,17,295,1104,2498,high,Friday
2022484408,07/05/2016,6708,4.710000038,4.710000038,0,1.610000014,0.07999999821,3.019999981,0,20,2,149,1269,1995,high,Saturday
2022484408,08/05/2016,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1305,1848,high,Sunday
2022484408,09/05/2016,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709,high,Monday
2022484408,10/05/2016,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797,high,Tuesday
2022484408,11/05/2016,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544,high,Wednesday
2022484408,12/05/2016,9117,6.409999847,6.409999847,0,1.279999971,0.6700000167,4.440000057,0,16,16,236,728,1853,high,Thursday
2026352035,12/04/2016,4414,2.74000001,2.74000001,0,0.1899999976,0.349999994,2.200000048,0,3,8,181,706,1459,high,Tuesday
2026352035,13/04/2016,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,1521,high,Wednesday
2026352035,14/04/2016,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,1431,high,Thursday
2026352035,15/04/2016,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444,high,Friday
2026352035,16/04/2016,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373,high,Saturday
2026352035,17/04/2016,838,0.5199999809,0.5199999809,0,0,0,0.5199999809,0,0,0,60,1053,1214,high,Sunday
2026352035,18/04/2016,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,1419,high,Monday
2026352035,19/04/2016,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,high,Tuesday
2026352035,20/04/2016,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,1667,high,Wednesday
2026352035,21/04/2016,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,1370,high,Thursday
2026352035,22/04/2016,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,1399,high,Friday
2026352035,23/04/2016,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,1916,high,Saturday
2026352035,24/04/2016,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,1401,high,Sunday
2026352035,25/04/2016,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,1576,high,Monday
2026352035,26/04/2016,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,1595,high,Tuesday
2026352035,27/04/2016,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,1593,high,Wednesday
2026352035,28/04/2016,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,1649,high,Thursday
2026352035,29/04/2016,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,0,352,492,1692,high,Friday
2026352035,30/04/2016,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,1506,high,Saturday
2026352035,01/05/2016,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,1447,high,Sunday
2026352035,02/05/2016,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,1690,high,Monday
2026352035,03/05/2016,5992,3.720000029,3.720000029,0,0,0,3.720000029,0,0,0,304,981,1604,high,Tuesday
2026352035,04/05/2016,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,1658,high,Wednesday
2026352035,05/05/2016,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,1926,high,Thursday
2026352035,06/05/2016,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,1736,high,Friday
2026352035,07/05/2016,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,229,665,1491,high,Saturday
2026352035,08/05/2016,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,1555,high,Sunday
2026352035,09/05/2016,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,1869,high,Monday
2026352035,10/05/2016,254,0.1599999964,0.1599999964,0,0,0,0.1599999964,0,0,0,17,1002,1141,high,Tuesday
2026352035,11/05/2016,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,1698,high,Wednesday
2026352035,12/05/2016,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,1364,high,Thursday
2320127002,12/04/2016,10725,7.489999771,7.489999771,0,1.169999957,0.3100000024,6.010000229,0,13,9,306,1112,2124,high,Tuesday
2320127002,13/04/2016,7275,4.900000095,4.900000095,0,0,0,4.900000095,0,0,0,335,1105,2003,high,Wednesday
2320127002,14/04/2016,3973,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,191,1249,1696,high,Thursday
