Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,usage,dow
1503960366,14/04/2016 16:00:00,88,25,0.416667,408,high,Thursday
1503960366,14/04/2016 17:00:00,61,5,0.083333,37,high,Thursday
1503960366,14/04/2016 18:00:00,72,12,0.2,322,high,Thursday
1503960366,14/04/2016 19:00:00,55,1,0.016667,11,high,Thursday
1503960366,14/04/2016 20:00:00,91,24,0.4,806,high,Thursday
1503960366,14/04/2016 21:00:00,174,57,0.95,2670,high,Thursday
1503960366,14/04/2016 22:00:00,79,17,0.283333,362,high,Thursday
1503960366,14/04/2016 23:00:00,50,0,0,0,high,Thursday
1503960366,15/04/2016 00:00:00,60,6,0.1,83,high,Friday
1503960366,15/04/2016 01:00:00,58,5,0.083333,75,high,Friday
1503960366,15/04/2016 02:00:00,59,7,0.116667,124,high,Friday
1503960366,15/04/2016 03:00:00,47,0,0,0,high,Friday
1503960366,15/04/2016 04:00:00,47,0,0,0,high,Friday
1503960366,15/04/2016 05:00:00,49,1,0.016667,26,high,Friday
1503960366,15/04/2016 06:00:00,47,0,0,0,high,Friday
1503960366,15/04/2016 07:00:00,49,1,0.016667,7,high,Friday
1503960366,15/04/2016 08:00:00,54,5,0.083333,55,high,Friday
1503960366,15/04/2016 09:00:00,50,2,0.033333,21,high,Friday
1503960366,15/04/2016 10:00:00,63,8,0.133333,154,high,Friday
1503960366,15/04/2016 11:00:00,84,23,0.383333,425,high,Friday
1503960366,15/04/2016 12:00:00,74,13,0.216667,270,high,Friday
1503960366,15/04/2016 13:00:00,67,9,0.15,373,high,Friday
1503960366,15/04/2016 14:00:00,47,0,0,0,high,Friday
1503960366,15/04/2016 15:00:00,47,0,0,0,high,Friday
1503960366,15/04/2016 16:00:00,47,0,0,0,high,Friday
1503960366,15/04/2016 17:00:00,140,47,0.783333,1774,high,Friday
1503960366,15/04/2016 18:00:00,87,22,0.366667,509,high,Friday
1503960366,15/04/2016 19:00:00,97,32,0.533333,519,high,Friday
1503960366,15/04/2016 20:00:00,64,8,0.133333,77,high,Friday
1503960366,15/04/2016 21:00:00,75,14,0.233333,280,high,Friday
1503960366,15/04/2016 22:00:00,151,66,1.1,2145,high,Friday
1503960366,15/04/2016 23:00:00,182,95,1.583333,2768,high,Friday
1503960366,16/04/2016 00:00:00,77,15,0.25,459,high,Saturday
1503960366,16/04/2016 01:00:00,48,0,0,0,high,Saturday
1503960366,16/04/2016 02:00:00,52,3,0.05,63,high,Saturday
1503960366,16/04/2016 03:00:00,48,1,0.016667,6,high,Saturday
1503960366,16/04/2016 04:00:00,49,1,0.016667,6,high,Saturday
1503960366,16/04/2016 05:00:00,49,1,0.016667,12,high,Saturday
1503960366,16/04/2016 06:00:00,48,0,0,0,high,Saturday
1503960366,16/04/2016 07:00:00,54,4,0.066667,101,high,Saturday
1503960366,16/04/2016 08:00:00,62,9,0.15,175,high,Saturday
1503960366,16/04/2016 09:00:00,124,38,0.633333,1181,high,Saturday
1503960366,16/04/2016 10:00:00,110,14,0.233333,1295,high,Saturday
1503960366,16/04/2016 11:00:00,147,30,0.5,2043,high,Saturday
1503960366,16/04/2016 12:00:00,119,42,0.7,1513,high,Saturday
1503960366,16/04/2016 13:00:00,214,90,1.5,3616,high,Saturday
1503960366,16/04/2016 14:00:00,82,20,0.333333,580,high,Saturday
1503960366,16/04/2016 15:00:00,51,0,0,0,high,Saturday
1503960366,16/04/2016 16:00:00,54,2,0.033333,15,high,Saturday
1503960366,16/04/2016 17:00:00,79,17,0.283333,380,high,Saturday
1503960366,16/04/2016 18:00:00,65,10,0.166667,96,high,Saturday
1503960366,16/04/2016 19:00:00,67,12,0.2,146,high,Saturday
1503960366,16/04/2016 20:00:00,81,19,0.316667,385,high,Saturday
1503960366,16/04/2016 21:00:00,75,13,0.216667,463,high,Saturday
1503960366,16/04/2016 22:00:00,55,3,0.05,42,high,Saturday
1503960366,16/04/2016 23:00:00,56,5,0.083333,92,high,Saturday
1503960366,17/04/2016 00:00:00,47,0,0,0,high,Sunday
1503960366,17/04/2016 01:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 02:00:00,47,0,0,0,high,Sunday
1503960366,17/04/2016 03:00:00,49,1,0.016667,8,high,Sunday
1503960366,17/04/2016 04:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 05:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 06:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 07:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 08:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 09:00:00,48,0,0,0,high,Sunday
1503960366,17/04/2016 10:00:00,47,0,0,0,high,Sunday
1503960366,17/04/2016 11:00:00,63,9,0.15,84,high,Sunday
1503960366,17/04/2016 12:00:00,76,18,0.3,260,high,Sunday
1503960366,17/04/2016 13:00:00,83,23,0.383333,402,high,Sunday
1503960366,17/04/2016 14:00:00,69,10,0.166667,252,high,Sunday
1503960366,17/04/2016 15:00:00,73,13,0.216667,191,high,Sunday
1503960366,17/04/2016 16:00:00,57,2,0.033333,13,high,Sunday
1503960366,17/04/2016 17:00:00,174,71,1.183333,2613,high,Sunday
1503960366,17/04/2016 18:00:00,136,39,0.65,1616,high,Sunday
1503960366,17/04/2016 19:00:00,95,24,0.4,754,high,Sunday
1503960366,17/04/2016 20:00:00,191,87,1.45,2955,high,Sunday
1503960366,17/04/2016 21:00:00,79,16,0.266667,487,high,Sunday
1503960366,17/04/2016 22:00:00,58,5,0.083333,70,high,Sunday
1503960366,17/04/2016 23:00:00,50,0,0,0,high,Sunday
1503960366,18/04/2016 00:00:00,82,21,0.35,416,high,Monday
1503960366,18/04/2016 01:00:00,48,0,0,0,high,Monday
1503960366,18/04/2016 02:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 03:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 04:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 05:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 06:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 07:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 08:00:00,47,0,0,0,high,Monday
1503960366,18/04/2016 09:00:00,133,39,0.65,1688,high,Monday
1503960366,18/04/2016 10:00:00,81,17,0.283333,380,high,Monday
1503960366,18/04/2016 11:00:00,73,15,0.25,328,high,Monday
1503960366,18/04/2016 12:00:00,118,40,0.666667,1306,high,Monday
1503960366,18/04/2016 13:00:00,70,9,0.15,268,high,Monday
1503960366,18/04/2016 14:00:00,64,7,0.116667,137,high,Monday
1503960366,18/04/2016 15:00:00,80,14,0.233333,495,high,Monday
1503960366,18/04/2016 16:00:00,78,17,0.283333,277,high,Monday
1503960366,18/04/2016 17:00:00,79,18,0.3,304,high,Monday
1503960366,18/04/2016 18:00:00,234,114,1.9,4074,high,Monday
1503960366,18/04/2016 19:00:00,157,30,0.5,2101,high,Monday
1503960366,18/04/2016 20:00:00,57,2,0.033333,28,high,Monday
1503960366,18/04/2016 21:00:00,68,11,0.183333,187,high,Monday
1503960366,18/04/2016 22:00:00,86,19,0.316667,542,high,Monday
1503960366,18/04/2016 23:00:00,83,18,0.3,488,high,Monday
1503960366,19/04/2016 00:00:00,47,0,0,0,high,Tuesday
1503960366,19/04/2016 01:00:00,49,1,0.016667,22,high,Tuesday
1503960366,19/04/2016 02:00:00,47,0,0,0,high,Tuesday
1503960366,19/04/2016 03:00:00,50,2,0.033333,9,high,Tuesday
1503960366,19/04/2016 04:00:00,47,0,0,0,high,Tuesday
1503960366,19/04/2016 05:00:00,47,0,0,0,high,Tuesday
1503960366,19/04/2016 06:00:00,49,1,0.016667,7,high,Tuesday
1503960366,19/04/2016 07:00:00,75,19,0.316667,316,high,Tuesday
1503960366,19/04/2016 08:00:00,130,38,0.633333,1656,high,Tuesday
1503960366,19/04/2016 09:00:00,79,16,0.266667,367,high,Tuesday
1503960366,19/04/2016 10:00:00,75,16,0.266667,203,high,Tuesday
1503960366,19/04/2016 11:00:00,72,13,0.216667,194,high,Tuesday
1503960366,19/04/2016 12:00:00,143,61,1.016667,1887,high,Tuesday
1503960366,19/04/2016 13:00:00,171,65,1.083333,2697,high,Tuesday
1503960366,19/04/2016 14:00:00,76,12,0.2,409,high,Tuesday
1503960366,19/04/2016 15:00:00,72,12,0.2,299,high,Tuesday
1503960366,19/04/2016 16:00:00,71,9,0.15,297,high,Tuesday
1503960366,19/04/2016 17:00:00,90,13,0.216667,732,high,Tuesday
1503960366,19/04/2016 18:00:00,120,30,0.5,1280,high,Tuesday
1503960366,19/04/2016 19:00:00,93,31,0.516667,397,high,Tuesday
1503960366,19/04/2016 20:00:00,159,69,1.15,2487,high,Tuesday
1503960366,19/04/2016 21:00:00,94,16,0.266667,826,high,Tuesday
1503960366,19/04/2016 22:00:00,58,4,0.066667,52,high,Tuesday
1503960366,19/04/2016 23:00:00,120,48,0.8,1369,high,Tuesday
1503960366,20/04/2016 00:00:00,54,2,0.033333,16,high,Wednesday
1503960366,20/04/2016 01:00:00,53,2,0.033333,36,high,Wednesday
1503960366,20/04/2016 02:00:00,47,0,0,0,high,Wednesday
1503960366,20/04/2016 03:00:00,48,0,0,0,high,Wednesday
1503960366,20/04/2016 04:00:00,48,0,0,0,high,Wednesday
1503960366,20/04/2016 05:00:00,47,0,0,0,high,Wednesday
1503960366,20/04/2016 06:00:00,48,0,0,0,high,Wednesday
1503960366,20/04/2016 07:00:00,51,3,0.05,29,high,Wednesday
1503960366,20/04/2016 08:00:00,70,14,0.233333,264,high,Wednesday
1503960366,20/04/2016 09:00:00,144,50,0.833333,1993,high,Wednesday
1503960366,20/04/2016 10:00:00,79,13,0.216667,459,high,Wednesday
1503960366,20/04/2016 11:00:00,58,1,0.016667,65,high,Wednesday
1503960366,20/04/2016 12:00:00,64,8,0.133333,185,high,Wednesday
1503960366,20/04/2016 13:00:00,61,5,0.083333,64,high,Wednesday
1503960366,20/04/2016 14:00:00,113,39,0.65,1270,high,Wednesday
1503960366,20/04/2016 15:00:00,97,21,0.35,797,high,Wednesday
1503960366,20/04/2016 16:00:00,70,11,0.183333,261,high,Wednesday
1503960366,20/04/2016 17:00:00,57,2,0.033333,13,high,Wednesday
1503960366,20/04/2016 18:00:00,114,32,0.533333,1308,high,Wednesday
1503960366,20/04/2016 19:00:00,117,36,0.6,1558,high,Wednesday
1503960366,20/04/2016 20:00:00,80,12,0.2,499,high,Wednesday
1503960366,20/04/2016 21:00:00,83,22,0.366667,395,high,Wednesday
1503960366,20/04/2016 22:00:00,62,7,0.116667,77,high,Wednesday
1503960366,20/04/2016 23:00:00,120,33,0.55,1255,high,Wednesday
1503960366,21/04/2016 00:00:00,54,2,0.033333,17,high,Thursday
1503960366,21/04/2016 01:00:00,61,8,0.133333,129,high,Thursday
1503960366,21/04/2016 02:00:00,55,5,0.083333,81,high,Thursday
1503960366,21/04/2016 03:00:00,48,0,0,0,high,Thursday
1503960366,21/04/2016 04:00:00,47,0,0,0,high,Thursday
1503960366,21/04/2016 05:00:00,47,0,0,0,high,Thursday
1503960366,21/04/2016 06:00:00,48,0,0,0,high,Thursday
1503960366,21/04/2016 07:00:00,52,3,0.05,38,high,Thursday
1503960366,21/04/2016 08:00:00,71,15,0.25,245,high,Thursday
1503960366,21/04/2016 09:00:00,133,26,0.433333,1672,high,Thursday
1503960366,21/04/2016 10:00:00,77,16,0.266667,255,high,Thursday
1503960366,21/04/2016 11:00:00,55,0,0,0,high,Thursday
1503960366,21/04/2016 12:00:00,73,11,0.183333,384,high,Thursday
1503960366,21/04/2016 13:00:00,113,25,0.416667,1140,high,Thursday
1503960366,21/04/2016 14:00:00,58,2,0.033333,12,high,Thursday
1503960366,21/04/2016 15:00:00,68,8,0.133333,213,high,Thursday
1503960366,21/04/2016 16:00:00,60,4,0.066667,26,high,Thursday
1503960366,21/04/2016 17:00:00,60,5,0.083333,96,high,Thursday
1503960366,21/04/2016 18:00:00,69,9,0.15,213,high,Thursday
1503960366,21/04/2016 19:00:00,64,8,0.133333,100,high,Thursday
1503960366,21/04/2016 20:00:00,213,92,1.533333,3541,high,Thursday
1503960366,21/04/2016 21:00:00,104,21,0.35,970,high,Thursday
1503960366,21/04/2016 22:00:00,63,9,0.15,89,high,Thursday
1503960366,21/04/2016 23:00:00,84,15,0.25,598,high,Thursday
1503960366,22/04/2016 00:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 01:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 02:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 03:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 04:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 05:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 06:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 07:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 08:00:00,47,0,0,0,high,Friday
1503960366,22/04/2016 09:00:00,65,13,0.216667,192,high,Friday
1503960366,22/04/2016 10:00:00,54,2,0.033333,29,high,Friday
1503960366,22/04/2016 11:00:00,102,34,0.566667,958,high,Friday
1503960366,22/04/2016 12:00:00,57,2,0.033333,38,high,Friday
1503960366,22/04/2016 13:00:00,60,4,0.066667,118,high,Friday
1503960366,22/04/2016 14:00:00,54,0,0,0,high,Friday
1503960366,22/04/2016 15:00:00,66,10,0.166667,180,high,Friday
1503960366,22/04/2016 16:00:00,58,4,0.066667,22,high,Friday
1503960366,22/04/2016 17:00:00,104,18,0.3,1041,high,Friday
1503960366,22/04/2016 18:00:00,87,23,0.383333,514,high,Friday
1503960366,22/04/2016 19:00:00,82,16,0.266667,629,high,Friday
1503960366,22/04/2016 20:00:00,71,13,0.216667,329,high,Friday
1503960366,22/04/2016 21:00:00,311,159,2.65,5934,high,Friday
1503960366,22/04/2016 22:00:00,95,30,0.5,855,high,Friday
1503960366,22/04/2016 23:00:00,136,54,0.9,1925,high,Friday
1503960366,23/04/2016 00:00:00,63,9,0.15,182,high,Saturday
1503960366,23/04/2016 01:00:00,47,0,0,0,high,Saturday
1503960366,23/04/2016 02:00:00,49,1,0.016667,11,high,Saturday
1503960366,23/04/2016 03:00:00,47,0,0,0,high,Saturday
1503960366,23/04/2016 04:00:00,47,0,0,0,high,Saturday
1503960366,23/04/2016 05:00:00,48,0,0,0,high,Saturday
1503960366,23/04/2016 06:00:00,50,2,0.033333,12,high,Saturday
1503960366,23/04/2016 07:00:00,48,0,0,0,high,Saturday
1503960366,23/04/2016 08:00:00,59,8,0.133333,127,high,Saturday
1503960366,23/04/2016 09:00:00,75,17,0.283333,285,high,Saturday
1503960366,23/04/2016 10:00:00,56,4,0.066667,49,high,Saturday
1503960366,23/04/2016 11:00:00,84,11,0.183333,703,high,Saturday
1503960366,23/04/2016 12:00:00,129,49,0.816667,1597,high,Saturday
1503960366,23/04/2016 13:00:00,129,51,0.85,1453,high,Saturday
1503960366,23/04/2016 14:00:00,78,20,0.333333,202,high,Saturday
1503960366,23/04/2016 15:00:00,73,15,0.25,158,high,Saturday
1503960366,23/04/2016 16:00:00,140,52,0.866667,2008,high,Saturday
1503960366,23/04/2016 17:00:00,121,26,0.433333,1472,high,Saturday
1503960366,23/04/2016 18:00:00,173,66,1.1,2569,high,Saturday
1503960366,23/04/2016 19:00:00,51,2,0.033333,29,high,Saturday
1503960366,23/04/2016 20:00:00,63,9,0.15,142,high,Saturday
1503960366,23/04/2016 21:00:00,162,54,0.9,2432,high,Saturday
1503960366,23/04/2016 22:00:00,96,25,0.416667,709,high,Saturday
1503960366,23/04/2016 23:00:00,60,6,0.1,231,high,Saturday
1503960366,24/04/2016 00:00:00,66,10,0.166667,141,high,Sunday
1503960366,24/04/2016 01:00:00,54,2,0.033333,42,high,Sunday
1503960366,24/04/2016 02:00:00,48,0,0,0,high,Sunday
1503960366,24/04/2016 03:00:00,48,0,0,0,high,Sunday
1503960366,24/04/2016 04:00:00,49,1,0.016667,8,high,Sunday
1503960366,24/04/2016 05:00:00,48,0,0,0,high,Sunday
1503960366,24/04/2016 06:00:00,49,1,0.016667,7,high,Sunday
1503960366,24/04/2016 07:00:00,47,0,0,0,high,Sunday
1503960366,24/04/2016 08:00:00,49,1,0.016667,8,high,Sunday
1503960366,24/04/2016 09:00:00,59,8,0.133333,76,high,Sunday
1503960366,24/04/2016 10:00:00,90,26,0.433333,492,high,Sunday
1503960366,24/04/2016 11:00:00,67,12,0.2,149,high,Sunday
1503960366,24/04/2016 12:00:00,82,12,0.2,548,high,Sunday
1503960366,24/04/2016 13:00:00,74,12,0.2,394,high,Sunday
1503960366,24/04/2016 14:00:00,52,1,0.016667,26,high,Sunday
1503960366,24/04/2016 15:00:00,52,2,0.033333,27,high,Sunday
1503960366,24/04/2016 16:00:00,102,29,0.483333,885,high,Sunday
1503960366,24/04/2016 17:00:00,86,25,0.416667,411,high,Sunday
1503960366,24/04/2016 18:00:00,115,40,0.666667,911,high,Sunday
1503960366,24/04/2016 19:00:00,270,131,2.183333,4871,high,Sunday
1503960366,24/04/2016 20:00:00,76,18,0.3,342,high,Sunday
1503960366,24/04/2016 21:00:00,74,17,0.283333,244,high,Sunday
1503960366,24/04/2016 22:00:00,61,7,0.116667,66,high,Sunday
1503960366,24/04/2016 23:00:00,72,10,0.166667,391,high,Sunday
1503960366,25/04/2016 00:00:00,62,8,0.133333,95,high,Monday
1503960366,25/04/2016 01:00:00,53,3,0.05,22,high,Monday
1503960366,25/04/2016 02:00:00,57,6,0.1,97,high,Monday
1503960366,25/04/2016 03:00:00,47,0,0,0,high,Monday
1503960366,25/04/2016 04:00:00,50,2,0.033333,25,high,Monday
1503960366,25/04/2016 05:00:00,49,1,0.016667,4,high,Monday
1503960366,25/04/2016 06:00:00,47,0,0,0,high,Monday
1503960366,25/04/2016 07:00:00,52,3,0.05,44,high,Monday
1503960366,25/04/2016 08:00:00,83,22,0.366667,426,high,Monday
1503960366,25/04/2016 09:00:00,146,46,0.766667,2041,high,Monday
1503960366,25/04/2016 10:00:00,73,12,0.2,258,high,Monday
1503960366,25/04/2016 11:00:00,121,24,0.4,1468,high,Monday
1503960366,25/04/2016 12:00:00,92,19,0.316667,707,high,Monday
1503960366,25/04/2016 13:00:00,75,13,0.216667,299,high,Monday
1503960366,25/04/2016 14:00:00,62,5,0.083333,94,high,Monday
1503960366,25/04/2016 15:00:00,76,13,0.216667,359,high,Monday
1503960366,25/04/2016 16:00:00,71,10,0.166667,263,high,Monday
1503960366,25/04/2016 17:00:00,67,8,0.133333,188,high,Monday
1503960366,25/04/2016 18:00:00,61,6,0.1,116,high,Monday
1503960366,25/04/2016 19:00:00,182,86,1.433333,2815,high,Monday
1503960366,25/04/2016 20:00:00,95,30,0.5,895,high,Monday
1503960366,25/04/2016 21:00:00,267,132,2.2,4895,high,Monday
1503960366,25/04/2016 22:00:00,68,11,0.183333,188,high,Monday
1503960366,25/04/2016 23:00:00,54,3,0.05,56,high,Monday
1503960366,26/04/2016 00:00:00,56,4,0.066667,101,high,Tuesday
1503960366,26/04/2016 01:00:00,66,11,0.183333,178,high,Tuesday
1503960366,26/04/2016 02:00:00,51,0,0,0,high,Tuesday
1503960366,26/04/2016 03:00:00,64,11,0.183333,145,high,Tuesday
1503960366,26/04/2016 04:00:00,48,0,0,0,high,Tuesday
1503960366,26/04/2016 05:00:00,49,1,0.016667,7,high,Tuesday
1503960366,26/04/2016 06:00:00,48,0,0,0,high,Tuesday
1503960366,26/04/2016 07:00:00,52,3,0.05,28,high,Tuesday
1503960366,26/04/2016 08:00:00,67,13,0.216667,173,high,Tuesday
1503960366,26/04/2016 09:00:00,139,31,0.516667,1826,high,Tuesday
1503960366,26/04/2016 10:00:00,92,22,0.366667,666,high,Tuesday
1503960366,26/04/2016 11:00:00,78,17,0.283333,266,high,Tuesday
1503960366,26/04/2016 12:00:00,74,10,0.166667,415,high,Tuesday
1503960366,26/04/2016 13:00:00,126,42,0.7,1571,high,Tuesday
1503960366,26/04/2016 14:00:00,142,60,1,1998,high,Tuesday
1503960366,26/04/2016 15:00:00,74,9,0.15,323,high,Tuesday
1503960366,26/04/2016 16:00:00,93,22,0.366667,697,high,Tuesday
1503960366,26/04/2016 17:00:00,60,5,0.083333,143,high,Tuesday
1503960366,26/04/2016 18:00:00,169,72,1.2,2513,high,Tuesday
1503960366,26/04/2016 19:00:00,73,15,0.25,148,high,Tuesday
1503960366,26/04/2016 20:00:00,127,26,0.433333,1649,high,Tuesday
1503960366,26/04/2016 21:00:00,79,14,0.233333,450,high,Tuesday
1503960366,26/04/2016 22:00:00,66,9,0.15,148,high,Tuesday
1503960366,26/04/2016 23:00:00,80,21,0.35,310,high,Tuesday
1503960366,27/04/2016 00:00:00,68,10,0.166667,277,high,Wednesday
1503960366,27/04/2016 01:00:00,59,5,0.083333,60,high,Wednesday
1503960366,27/04/2016 02:00:00,53,2,0.033333,17,high,Wednesday
1503960366,27/04/2016 03:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 04:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 05:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 06:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 07:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 08:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 09:00:00,149,33,0.55,1916,high,Wednesday
1503960366,27/04/2016 10:00:00,93,27,0.45,502,high,Wednesday
1503960366,27/04/2016 11:00:00,100,23,0.383333,797,high,Wednesday
1503960366,27/04/2016 12:00:00,89,12,0.2,701,high,Wednesday
1503960366,27/04/2016 13:00:00,76,13,0.216667,319,high,Wednesday
1503960366,27/04/2016 14:00:00,150,35,0.583333,1932,high,Wednesday
1503960366,27/04/2016 15:00:00,63,6,0.1,59,high,Wednesday
1503960366,27/04/2016 16:00:00,64,7,0.116667,98,high,Wednesday
1503960366,27/04/2016 17:00:00,73,13,0.216667,261,high,Wednesday
1503960366,27/04/2016 18:00:00,178,73,1.216667,2714,high,Wednesday
1503960366,27/04/2016 19:00:00,318,150,2.5,5786,high,Wednesday
1503960366,27/04/2016 20:00:00,174,70,1.166667,2420,high,Wednesday
1503960366,27/04/2016 21:00:00,76,20,0.333333,266,high,Wednesday
1503960366,27/04/2016 22:00:00,47,0,0,0,high,Wednesday
1503960366,27/04/2016 23:00:00,47,0,0,0,high,Wednesday
1503960366,28/04/2016 00:00:00,47,0,0,0,high,Thursday
1503960366,28/04/2016 01:00:00,62,10,0.166667,127,high,Thursday
1503960366,28/04/2016 02:00:00,48,0,0,0,high,Thursday
1503960366,28/04/2016 03:00:00,47,0,0,0,high,Thursday
1503960366,28/04/2016 04:00:00,48,0,0,0,high,Thursday
1503960366,28/04/2016 05:00:00,47,0,0,0,high,Thursday
1503960366,28/04/2016 06:00:00,48,0,0,0,high,Thursday
1503960366,28/04/2016 07:00:00,49,1,0.016667,14,high,Thursday
1503960366,28/04/2016 08:00:00,63,11,0.183333,128,high,Thursday
1503960366,28/04/2016 09:00:00,116,38,0.633333,1192,high,Thursday
